'Dataset'|'DatasetType'|'ElementNumber'|'ElementName'|'Attribute'|
'EMSDataSet'|'element'|'eVitals.19'|'Glasgow Coma Score-Eye'|'NV'|
'EMSDataSet'|'element'|'eVitals.20'|'Glasgow Coma Score-Verbal'|'PN'|
'EMSDataSet'|'element'|'eVitals.20'|'Glasgow Coma Score-Verbal'|'NV'|
'EMSDataSet'|'element'|'eVitals.21'|'Glasgow Coma Score-Motor'|'PN'|
'EMSDataSet'|'element'|'eVitals.21'|'Glasgow Coma Score-Motor'|'NV'|
'EMSDataSet'|'element'|'eVitals.22'|'Glasgow Coma Score-Qualifier'|'NV'|
'EMSDataSet'|'element'|'eVitals.22'|'Glasgow Coma Score-Qualifier'|'CorrelationID'|
'EMSDataSet'|'element'|'eVitals.23'|'Total Glasgow Coma Score'|'PN'|
'EMSDataSet'|'element'|'eVitals.23'|'Total Glasgow Coma Score'|'NV'|
'EMSDataSet'|'element'|'eVitals.24'|'Temperature'|'PN'|
'EMSDataSet'|'element'|'eVitals.24'|'Temperature'|'NV'|
'EMSDataSet'|'element'|'eVitals.26'|'Level of Responsiveness (AVPU)'|'NV'|
'EMSDataSet'|'element'|'eVitals.27'|'Pain Scale Score'|'PN'|
'EMSDataSet'|'element'|'eVitals.27'|'Pain Scale Score'|'NV'|
'EMSDataSet'|'element'|'eVitals.28'|'Pain Scale Type'|'NV'|
'EMSDataSet'|'element'|'eVitals.29'|'Stroke Scale Score'|'PN'|
'EMSDataSet'|'element'|'eVitals.29'|'Stroke Scale Score'|'NV'|
'EMSDataSet'|'element'|'eVitals.30'|'Stroke Scale Type'|'NV'|
'EMSDataSet'|'element'|'eVitals.31'|'Reperfusion Checklist'|'PN'|
'EMSDataSet'|'element'|'eVitals.31'|'Reperfusion Checklist'|'NV'|
'EMSDataSet'|'element'|'eVitals.32'|'APGAR'|'PN'|
'EMSDataSet'|'element'|'eVitals.33'|'Revised Trauma Score'|'PN'|
'EMSDataSet'|'group'|'eLabs.LabGroup'|''|'CorrelationID'|
'EMSDataSet'|'group'|'eLabs.LabResultGroup'|''|'CorrelationID'|
'EMSDataSet'|'group'|'eLabs.LabImageGroup'|''|'CorrelationID'|
'EMSDataSet'|'group'|'eLabs.WaveformGraphicGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.01'|'Estimated Body Weight in Kilograms'|'NV'|
'EMSDataSet'|'element'|'eExam.01'|'Estimated Body Weight in Kilograms'|'PN'|
'EMSDataSet'|'element'|'eExam.02'|'Length Based Tape Measure'|'NV'|
'EMSDataSet'|'element'|'eExam.02'|'Length Based Tape Measure'|'PN'|
'EMSDataSet'|'group'|'eExam.AssessmentGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.04'|'Skin Assessment'|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.04'|'Skin Assessment'|'PN'|
'EMSDataSet'|'element'|'eExam.05'|'Head Assessment'|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.05'|'Head Assessment'|'PN'|
'EMSDataSet'|'element'|'eExam.06'|'Face Assessment'|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.06'|'Face Assessment'|'PN'|
'EMSDataSet'|'element'|'eExam.07'|'Neck Assessment'|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.07'|'Neck Assessment'|'PN'|
'EMSDataSet'|'element'|'eExam.08'|'Chest/Lungs Assessment'|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.08'|'Chest/Lungs Assessment'|'PN'|
'EMSDataSet'|'element'|'eExam.09'|'Heart Assessment'|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.09'|'Heart Assessment'|'PN'|
'EMSDataSet'|'group'|'eExam.AbdomenGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.11'|'Abdomen Assessment'|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.11'|'Abdomen Assessment'|'PN'|
'EMSDataSet'|'element'|'eExam.12'|'Pelvis/Genitourinary Assessment'|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.12'|'Pelvis/Genitourinary Assessment'|'PN'|
'EMSDataSet'|'group'|'eExam.SpineGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.14'|'Back and Spine Assessment'|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.14'|'Back and Spine Assessment'|'PN'|
'EMSDataSet'|'group'|'eExam.ExtremityGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.16'|'Extremities Assessment'|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.16'|'Extremities Assessment'|'PN'|
'EMSDataSet'|'group'|'eExam.EyeGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.18'|'Eye Assessment'|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.18'|'Eye Assessment'|'PN'|
'EMSDataSet'|'element'|'eExam.19'|'Mental Status Assessment'|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.19'|'Mental Status Assessment'|'PN'|
'EMSDataSet'|'element'|'eExam.20'|'Neurological Assessment'|'CorrelationID'|
'EMSDataSet'|'element'|'eExam.20'|'Neurological Assessment'|'PN'|
'EMSDataSet'|'element'|'eExam.21'|'Stroke/CVA Symptoms Resolved'|'PN'|
'EMSDataSet'|'element'|'eExam.21'|'Stroke/CVA Symptoms Resolved'|'NV'|
'EMSDataSet'|'group'|'eProtocols.ProtocolGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eProtocols.01'|'Protocols Used'|'NV'|
'EMSDataSet'|'element'|'eProtocols.02'|'Protocol Age Category'|'NV'|
'EMSDataSet'|'group'|'eMedications.MedicationGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eMedications.01'|'Date/Time Medication Administered'|'NV'|
'EMSDataSet'|'element'|'eMedications.02'|'Medication Administered Prior to this Unit's EMS Care'|'NV'|
'EMSDataSet'|'element'|'eMedications.03'|'Medication Given'|'PN'|
'EMSDataSet'|'element'|'eMedications.03'|'Medication Given'|'NV'|
'EMSDataSet'|'element'|'eMedications.05'|'Medication Dosage'|'NV'|
'EMSDataSet'|'element'|'eMedications.06'|'Medication Dosage Units'|'NV'|
'EMSDataSet'|'element'|'eMedications.07'|'Response to Medication'|'NV'|
'EMSDataSet'|'element'|'eMedications.08'|'Medication Complication'|'NV'|
'EMSDataSet'|'element'|'eMedications.08'|'Medication Complication'|'CorrelationID'|
'EMSDataSet'|'element'|'eMedications.09'|'Medication Crew (Healthcare Professionals) ID'|'NV'|
'EMSDataSet'|'element'|'eMedications.10'|'Role/Type of Person Administering Medication'|'NV'|
'EMSDataSet'|'group'|'eProcedures.ProcedureGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eProcedures.01'|'Date/Time Procedure Performed'|'NV'|
'EMSDataSet'|'element'|'eProcedures.02'|'Procedure Performed Prior to this Unit's EMS Care'|'NV'|
'EMSDataSet'|'element'|'eProcedures.03'|'Procedure'|'NV'|
'EMSDataSet'|'element'|'eProcedures.03'|'Procedure'|'PN'|
'EMSDataSet'|'element'|'eProcedures.05'|'Number of Procedure Attempts'|'NV'|
'EMSDataSet'|'element'|'eProcedures.06'|'Procedure Successful'|'NV'|
'EMSDataSet'|'element'|'eProcedures.07'|'Procedure Complication'|'NV'|
'EMSDataSet'|'element'|'eProcedures.07'|'Procedure Complication'|'CorrelationID'|
'EMSDataSet'|'element'|'eProcedures.08'|'Response to Procedure'|'NV'|
'EMSDataSet'|'element'|'eProcedures.09'|'Procedure Crew Members ID'|'NV'|
'EMSDataSet'|'element'|'eProcedures.10'|'Role/Type of Person Performing the Procedure'|'NV'|
'EMSDataSet'|'element'|'eProcedures.13'|'Vascular Access Location'|'NV'|
'EMSDataSet'|'element'|'eAirway.01'|'Indications for Invasive Airway'|'NV'|
'EMSDataSet'|'element'|'eAirway.01'|'Indications for Invasive Airway'|'CorrelationID'|
'EMSDataSet'|'group'|'eAirway.ConfirmationGroup'|''|'CorrelationID'|
'EMSDataSet'|'group'|'eAirway.ConfirmationGroup'|''|'ProcedureGroupCorrelationID'|
'EMSDataSet'|'element'|'eAirway.02'|'Date/Time Airway Device Placement Confirmation'|'NV'|
'EMSDataSet'|'element'|'eAirway.03'|'Airway Device Being Confirmed'|'NV'|
'EMSDataSet'|'element'|'eAirway.04'|'Airway Device Placement Confirmed Method'|'CorrelationID'|
'EMSDataSet'|'element'|'eAirway.04'|'Airway Device Placement Confirmed Method'|'NV'|
'EMSDataSet'|'element'|'eAirway.06'|'Type of Individual Confirming Airway Device Placement'|'NV'|
'EMSDataSet'|'element'|'eAirway.07'|'Crew Member ID'|'NV'|
'EMSDataSet'|'element'|'eAirway.08'|'Airway Complications Encountered'|'NV'|
'EMSDataSet'|'element'|'eAirway.08'|'Airway Complications Encountered'|'CorrelationID'|
'EMSDataSet'|'element'|'eAirway.09'|'Suspected Reasons for Failed Airway Management'|'CorrelationID'|
'EMSDataSet'|'group'|'eDevice.DeviceGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eDevice.03'|'Medical Device Event Type'|'CorrelationID'|
'EMSDataSet'|'element'|'eDevice.07'|'Medical Device ECG Lead'|'CorrelationID'|
'EMSDataSet'|'element'|'eDisposition.01'|'Destination/Transferred To, Name'|'NV'|
'EMSDataSet'|'element'|'eDisposition.02'|'Destination/Transferred To, Code'|'NV'|
'EMSDataSet'|'element'|'eDisposition.03'|'Destination Street Address'|'StreetAddress2'|
'EMSDataSet'|'element'|'eDisposition.05'|'Destination State'|'NV'|
'EMSDataSet'|'element'|'eDisposition.06'|'Destination County'|'NV'|
'EMSDataSet'|'element'|'eDisposition.07'|'Destination ZIP Code'|'NV'|
'EMSDataSet'|'element'|'eDisposition.11'|'Number of Patients Transported in this EMS Unit'|'NV'|
'EMSDataSet'|'element'|'eDisposition.13'|'How Patient Was Moved to Ambulance'|'CorrelationID'|
'EMSDataSet'|'element'|'eDisposition.14'|'Position of Patient During Transport'|'CorrelationID'|
'EMSDataSet'|'element'|'eDisposition.16'|'EMS Transport Method'|'NV'|
'EMSDataSet'|'element'|'eDisposition.17'|'Transport Mode from Scene'|'NV'|
'EMSDataSet'|'element'|'eDisposition.18'|'Additional Transport Mode Descriptors'|'NV'|
'EMSDataSet'|'element'|'eDisposition.18'|'Additional Transport Mode Descriptors'|'CorrelationID'|
'EMSDataSet'|'element'|'eDisposition.19'|'Final Patient Acuity'|'NV'|
'EMSDataSet'|'element'|'eDisposition.20'|'Reason for Choosing Destination'|'NV'|
'EMSDataSet'|'element'|'eDisposition.20'|'Reason for Choosing Destination'|'CorrelationID'|
'EMSDataSet'|'element'|'eDisposition.21'|'Type of Destination'|'NV'|
'EMSDataSet'|'element'|'eDisposition.22'|'Hospital In-Patient Destination'|'NV'|
'EMSDataSet'|'element'|'eDisposition.23'|'Hospital Capability'|'NV'|
'EMSDataSet'|'group'|'eDisposition.HospitalTeamActivationGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eDisposition.24'|'Destination Team Pre-Arrival Alert or Activation'|'NV'|
'EMSDataSet'|'element'|'eDisposition.25'|'Date/Time of Destination Prearrival Alert or Activation'|'NV'|
'EMSDataSet'|'element'|'eDisposition.26'|'Disposition Instructions Provided'|'CorrelationID'|
'EMSDataSet'|'element'|'eOutcome.01'|'Emergency Department Disposition'|'NV'|
'EMSDataSet'|'element'|'eOutcome.02'|'Hospital Disposition'|'NV'|
'EMSDataSet'|'group'|'eOutcome.ExternalDataGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eOutcome.08'|'Emergency Department Recorded Cause of Injury'|'CorrelationID'|
'EMSDataSet'|'element'|'eOutcome.09'|'Emergency Department Procedures'|'CorrelationID'|
'EMSDataSet'|'element'|'eOutcome.10'|'Emergency Department Diagnosis'|'CorrelationID'|
'EMSDataSet'|'element'|'eOutcome.12'|'Hospital Procedures'|'CorrelationID'|
'EMSDataSet'|'element'|'eOutcome.13'|'Hospital Diagnosis'|'CorrelationID'|
'EMSDataSet'|'group'|'eCustomResults.ResultsGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eCustomResults.01'|'Custom Data Element Result'|'NV'|
'EMSDataSet'|'element'|'eCustomResults.01'|'Custom Data Element Result'|'PN'|
'EMSDataSet'|'element'|'eOther.02'|'Potential System of Care/Specialty/Registry Patient'|'CorrelationID'|
'EMSDataSet'|'group'|'eOther.EMSCrewMemberGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eOther.03'|'Personal Protective Equipment Used'|'CorrelationID'|
'EMSDataSet'|'element'|'eOther.05'|'Suspected EMS Work Related Exposure, Injury, or Death'|'NV'|
'EMSDataSet'|'element'|'eOther.06'|'The Type of Work-Related Injury, Death or Suspected Exposure'|'NV'|
'EMSDataSet'|'element'|'eOther.06'|'The Type of Work-Related Injury, Death or Suspected Exposure'|'CorrelationID'|
'EMSDataSet'|'element'|'eOther.07'|'Natural, Suspected, Intentional, or Unintentional Disaster'|'CorrelationID'|
'EMSDataSet'|'element'|'eOther.08'|'Crew Member Completing this Report'|'NV'|
'EMSDataSet'|'group'|'eOther.FileGroup'|''|'CorrelationID'|
'EMSDataSet'|'group'|'eOther.SignatureGroup'|''|'CorrelationID'|
'EMSDataSet'|'element'|'eOther.13'|'Signature Reason'|'CorrelationID'|
