'DatasetName'|'ElementNumber'|'ElementName'|'Code'|'CodeDescription'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516039'|'Library Science'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516041'|'Mathematics and Statistics'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516043'|'Military Technologies'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516045'|'Multi/Interdisciplinary Studies'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516047'|'Not Classified by Field of Study'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516049'|'None'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516051'|'Parks, Recreation, Leisure and Fitness Studies'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516053'|'Philosophy and Religious Studies'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516055'|'Physical Sciences and Science Technologies'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516057'|'Precision Production'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516059'|'Psychology'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516061'|'Public Administration and Social Services'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516063'|'Security and Protective Services, Not Including Fire Science'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516065'|'Social Sciences and History'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516067'|'Theology and Religious Vocations'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516069'|'Transportation and Materials Moving'|
'DEMDataSet'|'dPersonnel.16'|'EMS Personnel's Degree Subject/Field of Study'|'1516071'|'Visual and Performing Arts'|
'DEMDataSet'|'dPersonnel.17'|'EMS Personnel's Motor Vehicle License Type'|'1517001'|'All-Terrain Vehicle (ATV)'|
'DEMDataSet'|'dPersonnel.17'|'EMS Personnel's Motor Vehicle License Type'|'1517003'|'Commercial Class A'|
'DEMDataSet'|'dPersonnel.17'|'EMS Personnel's Motor Vehicle License Type'|'1517005'|'Commercial Class B'|
'DEMDataSet'|'dPersonnel.17'|'EMS Personnel's Motor Vehicle License Type'|'1517007'|'Commercial Class C'|
'DEMDataSet'|'dPersonnel.17'|'EMS Personnel's Motor Vehicle License Type'|'1517009'|'Motorcycle-Class M'|
'DEMDataSet'|'dPersonnel.17'|'EMS Personnel's Motor Vehicle License Type'|'1517011'|'None'|
'DEMDataSet'|'dPersonnel.17'|'EMS Personnel's Motor Vehicle License Type'|'1517013'|'Operator Class D (Normal)'|
'DEMDataSet'|'dPersonnel.17'|'EMS Personnel's Motor Vehicle License Type'|'1517015'|'Other'|
'DEMDataSet'|'dPersonnel.17'|'EMS Personnel's Motor Vehicle License Type'|'1517017'|'Pilot-Rotor Wing Air'|
'DEMDataSet'|'dPersonnel.17'|'EMS Personnel's Motor Vehicle License Type'|'1517019'|'Pilot-Fixed Wing Air'|
'DEMDataSet'|'dPersonnel.17'|'EMS Personnel's Motor Vehicle License Type'|'1517021'|'Snowmobile'|
'DEMDataSet'|'dPersonnel.17'|'EMS Personnel's Motor Vehicle License Type'|'1517023'|'Taxi and Livery Class E'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910001'|'Anthrax'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910003'|'Cholera'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910005'|'DPT / TDaP (Diphtheria, Pertussis, Tetanus)'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910007'|'Hemophilus Influenza B'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910009'|'Hepatitis A'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910011'|'Hepatitis B'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910013'|'Human Papilloma Virus (HPV)'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910015'|'Influenza-H1N1'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910017'|'Influenza-Other'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910019'|'Influenza-Seasonal (In past 12 months)'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910021'|'Lyme Disease'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910023'|'Meningococcus'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910025'|'MMR (Measles, Mumps, Rubella)'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910027'|'Other-Not Listed'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910029'|'Plague'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910031'|'Pneumococcal (Pneumonia)'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910033'|'Polio'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910035'|'Rabies'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910037'|'Rotavirus'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910039'|'Shingles'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910041'|'Small Pox'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910043'|'Tetanus'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910045'|'Tuberculosis'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910047'|'Typhoid'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910049'|'Varicella (Chickenpox)'|
'DEMDataSet'|'dPersonnel.18'|'EMS Personnel's Immunization Status'|'9910051'|'Yellow Fever'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'amh'|'Amharic'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'ara'|'Arabic'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'arm'|'Armenian'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'ben'|'Bengali'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'crp'|'Cajun (Creole and Pidgins)'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'chi'|'Chinese'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'hrv'|'Croatian'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'cze'|'Czech'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'dan'|'Danish'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'dut'|'Dutch'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'fin'|'Finnish'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'tai'|'Formosan'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'fre'|'French'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'cpf'|'French Creole'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'ger'|'German'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'gre'|'Greek'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'guj'|'Gujarati'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'heb'|'Hebrew'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'hin'|'Hindi (Urdu)'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'hun'|'Hungarian'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'ilo'|'Ilocano'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'itl'|'Italian'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'jpn'|'Japanese'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'kor'|'Korean'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'kro'|'Kru'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'lit'|'Lithuanian'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'mal'|'Malayalam'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'hmn'|'Miao (Hmong)'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'mkh'|'Mon-Khmer (Cambodian)'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'nav'|'Navaho'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'nno'|'Norwegian'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'pan'|'Panjabi'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'gem'|'Pennsylvania Dutch (Germanic Other)'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'per'|'Persian'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'pol'|'Polish'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'por'|'Portuguese'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'rum'|'Romanian'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'rus'|'Russian'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'smo'|'Samoan'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'srp'|'Serbo-Croatian'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'slo'|'Slovak'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'spa'|'Spanish'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'swe'|'Swedish'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'syr'|'Syriac'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'tgl'|'Tagalog'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'tha'|'Thai (Laotian)'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'tur'|'Turkish'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'ukr'|'Ukrainian'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'vie'|'Vietnamese'|
'DEMDataSet'|'dPersonnel.20'|'EMS Personnel's Foreign Language Ability'|'yid'|'Yiddish'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925001'|'2009 Advanced Emergency Medical Technician (AEMT)'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925003'|'2009 Emergency Medical Responder (EMR)'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925005'|'2009 Emergency Medical Technician (EMT)'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925007'|'2009 Paramedic'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925013'|'First Responder'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925015'|'EMT-Basic'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925017'|'EMT-Intermediate'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925019'|'EMT-Paramedic'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925023'|'Other Healthcare Professional'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925025'|'Other Non-Healthcare Professional'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925027'|'Physician'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925029'|'Respiratory Therapist'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925031'|'Student'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925033'|'Critical Care Paramedic'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925035'|'Community Paramedicine'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925037'|'Nurse Practitioner'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925039'|'Physician Assistant'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925041'|'Licensed Practical Nurse (LPN)'|
'DEMDataSet'|'dPersonnel.24'|'EMS Personnel's State EMS Certification Licensure Level'|'9925043'|'Registered Nurse'|
'DEMDataSet'|'dPersonnel.29'|'EMS Personnel's National Registry Certification Level'|'1529001'|'2009 Advanced Emergency Medical Technician (AEMT)'|
'DEMDataSet'|'dPersonnel.29'|'EMS Personnel's National Registry Certification Level'|'1529003'|'2009 Emergency Medical Responder (EMR)'|
'DEMDataSet'|'dPersonnel.29'|'EMS Personnel's National Registry Certification Level'|'1529005'|'2009 Emergency Medical Technician'|
'DEMDataSet'|'dPersonnel.29'|'EMS Personnel's National Registry Certification Level'|'1529007'|'2009 Paramedic'|
'DEMDataSet'|'dPersonnel.29'|'EMS Personnel's National Registry Certification Level'|'1529009'|'EMT-Basic'|
'DEMDataSet'|'dPersonnel.29'|'EMS Personnel's National Registry Certification Level'|'1529011'|'EMT-Intermediate'|
'DEMDataSet'|'dPersonnel.29'|'EMS Personnel's National Registry Certification Level'|'1529013'|'EMT-Paramedic'|
'DEMDataSet'|'dPersonnel.29'|'EMS Personnel's National Registry Certification Level'|'1529015'|'First Responder'|
'DEMDataSet'|'dPersonnel.31'|'EMS Personnel's Employment Status'|'1531001'|'Full Time Paid Employee'|
'DEMDataSet'|'dPersonnel.31'|'EMS Personnel's Employment Status'|'1531003'|'Part Time Paid Employee'|
'DEMDataSet'|'dPersonnel.31'|'EMS Personnel's Employment Status'|'1531005'|'Volunteer'|
'DEMDataSet'|'dPersonnel.31'|'EMS Personnel's Employment Status'|'1531007'|'Neither an Employee Nor a Volunteer'|
'DEMDataSet'|'dPersonnel.34'|'EMS Personnel's Primary EMS Job Role'|'1534001'|'Administrator/Manager'|
'DEMDataSet'|'dPersonnel.34'|'EMS Personnel's Primary EMS Job Role'|'1534003'|'Driver/Pilot'|
'DEMDataSet'|'dPersonnel.34'|'EMS Personnel's Primary EMS Job Role'|'1534005'|'Educator/Preceptor'|
'DEMDataSet'|'dPersonnel.34'|'EMS Personnel's Primary EMS Job Role'|'1534007'|'Fire Suppression'|
'DEMDataSet'|'dPersonnel.34'|'EMS Personnel's Primary EMS Job Role'|'1534009'|'First-Line Supervisor'|
'DEMDataSet'|'dPersonnel.34'|'EMS Personnel's Primary EMS Job Role'|'1534011'|'Law Enforcement'|
'DEMDataSet'|'dPersonnel.34'|'EMS Personnel's Primary EMS Job Role'|'1534013'|'Other'|
'DEMDataSet'|'dPersonnel.34'|'EMS Personnel's Primary EMS Job Role'|'1534015'|'Patient Care Provider'|
'DEMDataSet'|'dPersonnel.34'|'EMS Personnel's Primary EMS Job Role'|'1534017'|'Rescue'|
'DEMDataSet'|'dPersonnel.35'|'EMS Personnel's Other Job Responsibilities'|'1534001'|'Administrator/Manager'|
'DEMDataSet'|'dPersonnel.35'|'EMS Personnel's Other Job Responsibilities'|'1534003'|'Driver/Pilot'|
'DEMDataSet'|'dPersonnel.35'|'EMS Personnel's Other Job Responsibilities'|'1534005'|'Educator/Preceptor'|
'DEMDataSet'|'dPersonnel.35'|'EMS Personnel's Other Job Responsibilities'|'1534007'|'Fire Suppression'|
'DEMDataSet'|'dPersonnel.35'|'EMS Personnel's Other Job Responsibilities'|'1534009'|'First-Line Supervisor'|
'DEMDataSet'|'dPersonnel.35'|'EMS Personnel's Other Job Responsibilities'|'1534011'|'Law Enforcement'|
'DEMDataSet'|'dPersonnel.35'|'EMS Personnel's Other Job Responsibilities'|'1534013'|'Other'|
'DEMDataSet'|'dPersonnel.35'|'EMS Personnel's Other Job Responsibilities'|'1534015'|'Patient Care Provider'|
'DEMDataSet'|'dPersonnel.35'|'EMS Personnel's Other Job Responsibilities'|'1534017'|'Rescue'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925001'|'2009 Advanced Emergency Medical Technician (AEMT)'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925003'|'2009 Emergency Medical Responder (EMR)'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925005'|'2009 Emergency Medical Technician (EMT)'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925007'|'2009 Paramedic'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925013'|'First Responder'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925015'|'EMT-Basic'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925017'|'EMT-Intermediate'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925019'|'EMT-Paramedic'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925023'|'Other Healthcare Professional'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925025'|'Other Non-Healthcare Professional'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925027'|'Physician'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925029'|'Respiratory Therapist'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925031'|'Student'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925033'|'Critical Care Paramedic'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925035'|'Community Paramedicine'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925037'|'Nurse Practitioner'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925039'|'Physician Assistant'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925041'|'Licensed Practical Nurse (LPN)'|
'DEMDataSet'|'dPersonnel.38'|'EMS Personnel's Practice Level'|'9925043'|'Registered Nurse'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603001'|'Capnography-Numeric'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603003'|'Capnography-Waveform'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603005'|'Chemistry Measurement-Blood or Serum'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603007'|'Chemistry Measurement-Glucometer'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603009'|'Chemistry Measurement-Urine'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603011'|'CPR-External Device'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603013'|'Defibrillator-Automated'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603015'|'Defibrillator-Manual'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603017'|'ECG-12 Lead or Greater'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603019'|'ECG-Less than 12 Lead (Cardiac Monitor)'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603021'|'Medication Infusion Pump'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603023'|'Other'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603025'|'Oximetry-Carbon Monoxide'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603027'|'Oximetry-Oxygen'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603029'|'Pressure Monitors-Invasive'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603031'|'Pressure Monitors-Non-Invasive'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603033'|'Respirator (BLS)'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603035'|'Ventilator (ALS)'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603037'|'Ventilator Assistance-BiPAP'|
'DEMDataSet'|'dDevice.03'|'Medical Device Type'|'1603039'|'Ventilator Assistance-CPAP'|
'DEMDataSet'|'dFacility.01'|'Type of Facility'|'1701001'|'Assisted Living Facility'|
'DEMDataSet'|'dFacility.01'|'Type of Facility'|'1701003'|'Clinic'|
'DEMDataSet'|'dFacility.01'|'Type of Facility'|'1701005'|'Hospital'|
'DEMDataSet'|'dFacility.01'|'Type of Facility'|'1701007'|'Nursing Home'|
'DEMDataSet'|'dFacility.01'|'Type of Facility'|'1701009'|'Other'|
'DEMDataSet'|'dFacility.01'|'Type of Facility'|'1701011'|'Urgent Care'|
'DEMDataSet'|'dFacility.01'|'Type of Facility'|'1701013'|'Rehabilitation Facility'|
'DEMDataSet'|'dFacility.01'|'Type of Facility'|'1701015'|'Mental Health Facility'|
'DEMDataSet'|'dFacility.01'|'Type of Facility'|'1701017'|'Dialysis Center'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908001'|'Behavioral Health'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908003'|'Burn Center'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908005'|'Critical Access Hospital'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908007'|'Hospital (General)'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908009'|'Neonatal Center'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908011'|'Pediatric Center'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908017'|'Stroke Center'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908019'|'Rehab Center'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908021'|'Trauma Center Level 1'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908023'|'Trauma Center Level 2'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908025'|'Trauma Center Level 3'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908027'|'Trauma Center Level 4'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908029'|'Trauma Center Level 5'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908031'|'Cardiac-STEMI/PCI Capable'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908033'|'Cardiac-STEMI/PCI Capable (24/7)'|
'DEMDataSet'|'dFacility.04'|'Hospital Designations'|'9908035'|'Cardiac-STEMI/Non-PCI Capable'|
'DEMDataSet'|'dFacility.12'|'Facility Country'|'CA'|'Canada'|
'DEMDataSet'|'dFacility.12'|'Facility Country'|'MX'|'Mexico'|
'DEMDataSet'|'dFacility.12'|'Facility Country'|'US'|'United States'|
'EMSDataSet'|'eCustomConfiguration.03'|'Custom Data Type'|'9902001'|'Binary'|
'EMSDataSet'|'eCustomConfiguration.03'|'Custom Data Type'|'9902003'|'Date/Time'|
'EMSDataSet'|'eCustomConfiguration.03'|'Custom Data Type'|'9902005'|'Integer/Number'|
'EMSDataSet'|'eCustomConfiguration.03'|'Custom Data Type'|'9902007'|'Other'|
'EMSDataSet'|'eCustomConfiguration.03'|'Custom Data Type'|'9902009'|'Text/String'|
'EMSDataSet'|'eCustomConfiguration.03'|'Custom Data Type'|'9902011'|'Boolean'|
'EMSDataSet'|'eCustomConfiguration.04'|'Custom Data Element Recurrence'|'9923001'|'No'|
'EMSDataSet'|'eCustomConfiguration.04'|'Custom Data Element Recurrence'|'9923003'|'Yes'|
'EMSDataSet'|'eCustomConfiguration.05'|'Custom Data Element Usage'|'9903001'|'Mandatory'|
'EMSDataSet'|'eCustomConfiguration.05'|'Custom Data Element Usage'|'9903003'|'Required'|
'EMSDataSet'|'eCustomConfiguration.05'|'Custom Data Element Usage'|'9903005'|'Recommended'|
'EMSDataSet'|'eCustomConfiguration.05'|'Custom Data Element Usage'|'9903007'|'Optional'|
'EMSDataSet'|'eCustomConfiguration.07'|'Custom Data Element Potential NOT Values (NV)'|'7701001'|'Not Applicable'|
'EMSDataSet'|'eCustomConfiguration.07'|'Custom Data Element Potential NOT Values (NV)'|'7701003'|'Not Recorded'|
'EMSDataSet'|'eCustomConfiguration.07'|'Custom Data Element Potential NOT Values (NV)'|'7701005'|'Not Reporting'|
'EMSDataSet'|'eCustomConfiguration.08'|'Custom Data Element Potential Pertinent Negative Values (PN)'|'8801001'|'Contraindication Noted'|
'EMSDataSet'|'eCustomConfiguration.08'|'Custom Data Element Potential Pertinent Negative Values (PN)'|'8801003'|'Denied By Order'|
'EMSDataSet'|'eCustomConfiguration.08'|'Custom Data Element Potential Pertinent Negative Values (PN)'|'8801005'|'Exam Finding Not Present'|
'EMSDataSet'|'eCustomConfiguration.08'|'Custom Data Element Potential Pertinent Negative Values (PN)'|'8801007'|'Medication Allergy'|
'EMSDataSet'|'eCustomConfiguration.08'|'Custom Data Element Potential Pertinent Negative Values (PN)'|'8801009'|'Medication Already Taken'|
'EMSDataSet'|'eCustomConfiguration.08'|'Custom Data Element Potential Pertinent Negative Values (PN)'|'8801013'|'No Known Drug Allergy'|
'EMSDataSet'|'eCustomConfiguration.08'|'Custom Data Element Potential Pertinent Negative Values (PN)'|'8801015'|'None Reported'|
'EMSDataSet'|'eCustomConfiguration.08'|'Custom Data Element Potential Pertinent Negative Values (PN)'|'8801017'|'Not Performed by EMS'|
'EMSDataSet'|'eCustomConfiguration.08'|'Custom Data Element Potential Pertinent Negative Values (PN)'|'8801019'|'Refused'|
'EMSDataSet'|'eCustomConfiguration.08'|'Custom Data Element Potential Pertinent Negative Values (PN)'|'8801021'|'Unresponsive'|
